205.1,R,0.7,N,A,10/19/2020 14:44:44.062858
209.4,R,0.7,N,A,10/19/2020 14:44:45.209790
210.8,R,0.8,N,A,10/19/2020 14:44:46.234050
204.5,R,0.7,N,A,10/19/2020 14:44:47.261304
204.4,R,0.7,N,A,10/19/2020 14:44:48.181841
204.3,R,0.7,N,A,10/19/2020 14:44:49.170198
208.1,R,0.7,N,A,10/19/2020 14:44:50.192465
212.1,R,0.8,N,A,10/19/2020 14:44:51.401231
206.6,R,0.8,N,A,10/19/2020 14:44:52.573098
211.3,R,0.8,N,A,10/19/2020 14:44:53.511588
204.3,R,0.7,N,A,10/19/2020 14:44:54.609652
220.7,R,0.7,N,A,10/19/2020 14:44:55.617954
203.7,R,0.7,N,A,10/19/2020 14:44:56.666152
208.7,R,0.7,N,A,10/19/2020 14:44:57.830039
215.5,R,0.7,N,A,10/19/2020 14:44:58.807425
209.9,R,0.7,N,A,10/19/2020 14:44:59.778829
215.2,R,0.7,N,A,10/19/2020 14:45:00.880879
209.9,R,0.8,N,A,10/19/2020 14:45:02.105606
206.0,R,0.6,N,A,10/19/2020 14:45:03.089972
208.4,R,0.7,N,A,10/19/2020 14:45:04.111241
213.0,R,0.8,N,A,10/19/2020 14:45:05.200328
213.4,R,0.7,N,A,10/19/2020 14:45:06.204643
212.3,R,0.8,N,A,10/19/2020 14:45:07.220924
214.1,R,0.8,N,A,10/19/2020 14:45:08.345916
204.6,R,0.7,N,A,10/19/2020 14:45:09.512795
205.9,R,0.7,N,A,10/19/2020 14:45:10.450289
210.5,R,0.7,N,A,10/19/2020 14:45:11.673018
213.9,R,0.8,N,A,10/19/2020 14:45:12.856852
206.9,R,0.7,N,A,10/19/2020 14:45:14.048665
210.5,R,0.8,N,A,10/19/2020 14:45:15.277381
209.9,R,0.7,N,A,10/19/2020 14:45:16.556957
204.4,R,0.7,N,A,10/19/2020 14:45:17.522375
206.0,R,0.7,N,A,10/19/2020 14:45:18.730146
215.1,R,0.8,N,A,10/19/2020 14:45:19.586854
204.2,R,0.7,N,A,10/19/2020 14:45:20.461515
207.6,R,0.7,N,A,10/19/2020 14:45:21.475802
206.6,R,0.7,N,A,10/19/2020 14:45:22.478122
205.6,R,0.7,N,A,10/19/2020 14:45:23.372729
205.0,R,0.7,N,A,10/19/2020 14:45:24.450848
209.9,R,0.8,N,A,10/19/2020 14:45:25.617726
203.8,R,0.7,N,A,10/19/2020 14:45:26.443518
203.0,R,0.7,N,A,10/19/2020 14:45:27.639319
208.1,R,0.8,N,A,10/19/2020 14:45:28.755336
208.8,R,0.8,N,A,10/19/2020 14:45:29.624012
211.2,R,0.8,N,A,10/19/2020 14:45:30.571479
207.6,R,0.7,N,A,10/19/2020 14:45:31.531908
206.6,R,0.7,N,A,10/19/2020 14:45:32.408565
213.9,R,0.8,N,A,10/19/2020 14:45:33.421856
207.1,R,0.7,N,A,10/19/2020 14:45:34.591726
209.0,R,0.8,N,A,10/19/2020 14:45:35.604020
205.9,R,0.7,N,A,10/19/2020 14:45:37.923814
208.1,R,0.7,N,A,10/19/2020 14:45:39.195416
207.7,R,0.8,N,A,10/19/2020 14:45:40.213691
207.6,R,0.7,N,A,10/19/2020 14:45:41.202049
213.0,R,0.8,N,A,10/19/2020 14:45:42.207359
211.3,R,0.8,N,A,10/19/2020 14:45:42.863605
214.4,R,0.8,N,A,10/19/2020 14:45:43.738265
214.5,R,0.7,N,A,10/19/2020 14:45:44.679748
217.4,R,0.7,N,A,10/19/2020 14:45:45.592308
210.1,R,0.6,N,A,10/19/2020 14:45:46.703335
208.1,R,0.7,N,A,10/19/2020 14:45:47.699671
206.8,R,0.7,N,A,10/19/2020 14:45:48.787762
204.4,R,0.7,N,A,10/19/2020 14:45:49.794070
210.8,R,0.8,N,A,10/19/2020 14:45:50.823318
207.6,R,0.7,N,A,10/19/2020 14:45:51.780758
212.1,R,0.8,N,A,10/19/2020 14:45:52.840921
214.8,R,0.7,N,A,10/19/2020 14:45:53.927017
212.6,R,0.8,N,A,10/19/2020 14:45:55.073950
209.4,R,0.7,N,A,10/19/2020 14:45:56.098210
212.4,R,0.8,N,A,10/19/2020 14:45:58.488817
206.9,R,0.6,N,A,10/19/2020 14:45:59.499115
205.7,R,0.7,N,A,10/19/2020 14:46:00.364800
204.4,R,0.7,N,A,10/19/2020 14:46:01.243451
203.7,R,0.7,N,A,10/19/2020 14:46:02.281674
205.7,R,0.7,N,A,10/19/2020 14:46:03.559259
215.2,R,0.7,N,A,10/19/2020 14:46:04.826868
211.7,R,0.8,N,A,10/19/2020 14:46:06.020674
207.7,R,0.8,N,A,10/19/2020 14:46:07.068872
215.2,R,0.7,N,A,10/19/2020 14:46:08.143997
204.2,R,0.7,N,A,10/19/2020 14:46:09.191194
207.1,R,0.7,N,A,10/19/2020 14:46:10.322172
209.4,R,0.8,N,A,10/19/2020 14:46:11.353414
208.1,R,0.7,N,A,10/19/2020 14:46:12.257995
208.1,R,0.7,N,A,10/19/2020 14:46:13.132655
213.1,R,0.8,N,A,10/19/2020 14:46:14.199802
206.2,R,0.7,N,A,10/19/2020 14:46:14.953784
212.3,R,0.8,N,A,10/19/2020 14:46:15.887289
201.9,R,0.7,N,A,10/19/2020 14:46:17.030232
209.4,R,0.8,N,A,10/19/2020 14:46:18.026567
209.4,R,0.7,N,A,10/19/2020 14:46:18.949100
207.6,R,0.7,N,A,10/19/2020 14:46:21.450410
208.1,R,0.7,N,A,10/19/2020 14:46:22.481654
209.1,R,0.7,N,A,10/19/2020 14:46:23.549796
209.1,R,0.7,N,A,10/19/2020 14:46:24.612953
208.1,R,0.7,N,A,10/19/2020 14:46:25.608291
208.7,R,0.8,N,A,10/19/2020 14:46:26.610611
205.0,R,0.7,N,A,10/19/2020 14:46:27.659805
206.9,R,0.7,N,A,10/19/2020 14:46:28.957335
211.3,R,0.7,N,A,10/19/2020 14:46:30.113244
207.6,R,0.7,N,A,10/19/2020 14:46:31.369883
212.4,R,0.8,N,A,10/19/2020 14:46:32.537759
204.4,R,0.7,N,A,10/19/2020 14:46:33.476251
205.3,R,0.7,N,A,10/19/2020 14:46:34.468595
205.4,R,0.7,N,A,10/19/2020 14:46:35.489865
211.6,R,0.8,N,A,10/19/2020 14:46:36.380483
210.5,R,0.8,N,A,10/19/2020 14:46:37.222231
209.1,R,0.8,N,A,10/19/2020 14:46:38.010126
211.7,R,0.8,N,A,10/19/2020 14:46:39.095225
204.3,R,0.7,N,A,10/19/2020 14:46:40.153393
211.7,R,0.8,N,A,10/19/2020 14:46:41.128785
213.1,R,0.8,N,A,10/19/2020 14:46:42.193935
209.1,R,0.7,N,A,10/19/2020 14:46:44.586537
207.3,R,0.7,N,A,10/19/2020 14:46:45.589853
208.1,R,0.7,N,A,10/19/2020 14:46:46.502414
207.7,R,0.8,N,A,10/19/2020 14:46:47.350146
213.4,R,0.8,N,A,10/19/2020 14:46:48.300605
210.8,R,0.8,N,A,10/19/2020 14:46:49.201197
213.9,R,0.7,N,A,10/19/2020 14:46:50.053916
214.5,R,0.8,N,A,10/19/2020 14:46:50.940546
207.6,R,0.7,N,A,10/19/2020 14:46:51.869061
219.7,R,0.7,N,A,10/19/2020 14:46:52.715798
216.6,R,0.7,N,A,10/19/2020 14:46:53.602427
207.1,R,0.7,N,A,10/19/2020 14:46:54.383344
214.1,R,0.8,N,A,10/19/2020 14:46:55.156270
215.9,R,0.7,N,A,10/19/2020 14:46:56.129667
209.9,R,0.8,N,A,10/19/2020 14:46:56.936509
205.0,R,0.7,N,A,10/19/2020 14:46:57.775266
216.9,R,0.7,N,A,10/19/2020 14:46:58.926188
212.3,R,0.7,N,A,10/19/2020 14:46:59.629308
206.6,R,0.7,N,A,10/19/2020 14:47:00.640604
209.9,R,0.7,N,A,10/19/2020 14:47:01.637937
212.3,R,0.8,N,A,10/19/2020 14:47:02.769909
211.3,R,0.8,N,A,10/19/2020 14:47:05.078735
208.7,R,0.8,N,A,10/19/2020 14:47:05.925472
212.7,R,0.7,N,A,10/19/2020 14:47:06.934771
212.0,R,0.6,N,A,10/19/2020 14:47:07.810429
206.0,R,0.7,N,A,10/19/2020 14:47:08.800780
204.9,R,0.7,N,A,10/19/2020 14:47:09.652503
210.5,R,0.8,N,A,10/19/2020 14:47:10.465328
209.9,R,0.8,N,A,10/19/2020 14:47:11.305082
211.6,R,0.8,N,A,10/19/2020 14:47:12.252548
211.6,R,0.8,N,A,10/19/2020 14:47:13.372554
206.6,R,0.7,N,A,10/19/2020 14:47:14.501535
203.7,R,0.7,N,A,10/19/2020 14:47:15.353258
207.1,R,0.7,N,A,10/19/2020 14:47:16.270803
213.4,R,0.7,N,A,10/19/2020 14:47:17.225250
206.8,R,0.7,N,A,10/19/2020 14:47:18.193660
209.1,R,0.7,N,A,10/19/2020 14:47:19.055356
211.3,R,0.7,N,A,10/19/2020 14:47:20.025761
204.0,R,0.7,N,A,10/19/2020 14:47:21.006139
210.5,R,0.8,N,A,10/19/2020 14:47:22.276742
207.6,R,0.7,N,A,10/19/2020 14:47:23.436640
212.7,R,0.7,N,A,10/19/2020 14:47:24.577588
213.1,R,0.8,N,A,10/19/2020 14:47:25.232836
206.6,R,0.7,N,A,10/19/2020 14:47:26.252110
211.3,R,0.8,N,A,10/19/2020 14:47:27.038008
211.3,R,0.8,N,A,10/19/2020 14:47:27.904691
215.1,R,0.8,N,A,10/19/2020 14:47:28.888060
207.1,R,0.7,N,A,10/19/2020 14:47:29.783666
207.6,R,0.7,N,A,10/19/2020 14:47:30.633392
204.2,R,0.7,N,A,10/19/2020 14:47:31.553930
203.8,R,0.7,N,A,10/19/2020 14:47:32.538299
212.6,R,0.8,N,10/19/2020 14:47:33.324197
218.2,R,0.7,N,A,10/19/2020 14:47:35.457491
208.0,R,0.6,N,A,10/19/2020 14:47:36.603426
215.9,R,0.8,N,A,10/19/2020 14:47:37.419245
204.2,R,0.7,N,A,10/19/2020 14:47:37.819176
205.3,R,0.7,N,A,10/19/2020 14:47:38.226087
214.6,R,0.7,N,A,10/19/2020 14:47:38.725751
213.7,R,0.8,N,A,10/19/2020 14:47:39.226412
219.4,R,0.7,N,A,10/19/2020 14:47:39.630332
211.6,R,0.8,N,A,10/19/2020 14:47:40.159916
207.6,R,0.7,N,A,10/19/2020 14:47:40.677532
