wind_angle,reference,wind_speed,wind_speed_units,status,datetime
326.7,R,10.4,N,A,10/22/2020 17:34:00.544004
321.1,R,8.9,N,A,10/22/2020 17:34:01.646057
322.3,R,8.4,N,A,10/22/2020 17:34:02.637407
327.2,R,8.9,N,A,10/22/2020 17:34:03.642720
339.9,R,7.4,N,A,10/22/2020 17:34:04.741779
350.7,R,8.0,N,A,10/22/2020 17:34:05.655338
348.7,R,7.4,N,A,10/22/2020 17:34:06.641700
343.3,R,7.5,N,A,10/22/2020 17:34:07.645017
344.8,R,7.6,N,A,10/22/2020 17:34:08.764024
350.3,R,10.2,N,A,10/22/2020 17:34:09.643673
349.1,R,9.7,N,A,10/22/2020 17:34:10.648984
339.8,R,8.4,N,A,10/22/2020 17:34:11.940529
349.3,R,9.1,N,A,10/22/2020 17:34:12.742387
1.0,R,8.7,N,A,10/22/2020 17:34:13.820503
8.8,R,8.2,N,A,10/22/2020 17:34:14.638317
12.7,R,8.1,N,A,10/22/2020 17:34:15.647617
18.4,R,8.0,N,A,10/22/2020 17:34:16.534248
18.0,R,7.5,N,A,10/22/2020 17:34:17.662231
20.5,R,6.9,N,A,10/22/2020 17:34:18.665547
22.0,R,7.1,N,A,10/22/2020 17:34:19.642936
27.9,R,6.8,N,A,10/22/2020 17:34:20.644259
30.7,R,7.1,N,A,10/22/2020 17:34:21.740326
36.0,R,7.0,N,A,10/22/2020 17:34:22.646902
38.0,R,7.5,N,A,10/22/2020 17:34:23.671163
26.7,R,6.3,N,A,10/22/2020 17:34:24.641568
22.5,R,6.6,N,A,10/22/2020 17:34:25.655856
34.0,R,6.6,N,A,10/22/2020 17:34:26.646207
44.9,R,7.9,N,A,10/22/2020 17:34:27.553781
26.4,R,6.7,N,A,10/22/2020 17:34:28.727644
58.4,R,8.6,N,A,10/22/2020 17:34:29.646188
50.4,R,9.7,N,A,10/22/2020 17:34:30.760207
48.1,R,10.7,N,A,10/22/2020 17:34:31.760532
54.5,R,11.1,N,A,10/22/2020 17:34:32.544435
59.8,R,8.1,N,A,10/22/2020 17:34:33.645492
63.1,R,7.5,N,A,10/22/2020 17:34:34.646813
56.4,R,7.6,N,A,10/22/2020 17:34:35.650133
49.8,R,7.6,N,A,10/22/2020 17:34:36.642478
48.9,R,7.5,N,A,10/22/2020 17:34:37.989877
44.2,R,6.5,N,A,10/22/2020 17:34:38.651106
36.1,R,6.5,N,A,10/22/2020 17:34:39.637470
39.0,R,6.7,N,A,10/22/2020 17:34:40.648766
33.9,R,8.0,N,A,10/22/2020 17:34:41.646097
26.0,R,9.2,N,A,10/22/2020 17:34:42.648419
25.0,R,8.4,N,A,10/22/2020 17:34:43.659713
22.8,R,8.5,N,A,10/22/2020 17:34:44.659041
16.8,R,11.6,N,A,10/22/2020 17:34:45.660364
8.7,R,10.4,N,A,10/22/2020 17:34:46.639745
10.2,R,8.6,N,A,10/22/2020 17:34:47.549314
13.6,R,7.9,N,A,10/22/2020 17:34:48.741125
6.0,R,9.7,N,A,10/22/2020 17:34:49.660667
3.5,R,9.4,N,A,10/22/2020 17:34:50.651019
6.0,R,9.1,N,A,10/22/2020 17:34:51.746093
7.1,R,7.1,N,A,10/22/2020 17:34:52.642693
9.7,R,5.6,N,A,10/22/2020 17:34:53.647006
1.9,R,6.4,N,A,10/22/2020 17:34:54.639355
4.2,R,6.1,N,A,10/22/2020 17:34:55.678578
1.5,R,5.3,N,A,10/22/2020 17:34:56.769660
352.3,R,4.8,N,A,10/22/2020 17:34:57.650303
357.7,R,5.5,N,A,10/22/2020 17:34:58.553887
2.9,R,5.5,N,A,10/22/2020 17:34:59.646965
10.0,R,4.9,N,A,10/22/2020 17:35:00.632330
12.2,R,4.6,N,A,10/22/2020 17:35:01.737375
18.7,R,4.6,N,A,10/22/2020 17:35:02.778591
25.0,R,4.1,N,A,10/22/2020 17:35:03.650258
29.8,R,5.4,N,A,10/22/2020 17:35:04.654574
34.7,R,5.3,N,A,10/22/2020 17:35:05.654900
39.0,R,5.6,N,A,10/22/2020 17:35:06.741991
49.1,R,4.0,N,A,10/22/2020 17:35:07.680483
48.1,R,4.6,N,A,10/22/2020 17:35:08.641913
55.7,R,4.4,N,A,10/22/2020 17:35:09.770891
73.9,R,4.0,N,A,10/22/2020 17:35:10.643559
56.9,R,4.1,N,A,10/22/2020 17:35:11.540160
57.9,R,4.3,N,A,10/22/2020 17:35:12.628249
64.7,R,3.9,N,A,10/22/2020 17:35:13.633561
68.3,R,3.6,N,A,10/22/2020 17:35:14.624910
63.2,R,3.0,N,A,10/22/2020 17:35:15.535474
103.9,R,2.1,N,A,10/22/2020 17:35:16.652492
117.2,R,1.2,N,A,10/22/2020 17:35:17.690716
83.2,R,1.1,N,A,10/22/2020 17:35:18.799750
98.4,R,1.6,N,A,10/22/2020 17:35:19.751205
106.6,R,2.5,N,A,10/22/2020 17:35:20.665761
98.1,R,3.0,N,A,10/22/2020 17:35:21.635170
96.1,R,3.2,N,A,10/22/2020 17:35:22.570666
104.4,R,3.1,N,A,10/22/2020 17:35:23.661749
104.2,R,2.5,N,A,10/22/2020 17:35:24.747845
93.7,R,3.7,N,A,10/22/2020 17:35:25.739195
99.9,R,4.1,N,A,10/22/2020 17:35:26.643777
7.2,R,6.5,N,A,10/22/2020 17:41:44.496397
24.3,R,5.5,N,A,10/22/2020 17:41:45.117740
28.4,R,6.5,N,A,10/22/2020 17:41:45.737083
28.1,R,6.9,N,A,10/22/2020 17:41:46.276639
25.9,R,6.8,N,A,10/22/2020 17:41:46.975769
26.1,R,7.9,N,A,10/22/2020 17:41:47.845444
22.1,R,9.8,N,A,10/22/2020 17:41:48.817843
23.2,R,8.2,N,A,10/22/2020 17:41:49.726414
18.1,R,7.9,N,A,10/22/2020 17:41:50.747684
33.1,R,8.0,N,A,10/22/2020 17:41:51.834778
39.4,R,7.0,N,A,10/22/2020 17:41:52.732378
27.6,R,4.2,N,A,10/22/2020 17:41:53.706772
19.8,R,6.7,N,A,10/22/2020 17:41:54.729037
16.3,R,7.0,N,A,10/22/2020 17:41:55.831093
10.4,R,7.6,N,A,10/22/2020 17:41:56.731684
12.7,R,5.9,N,A,10/22/2020 17:41:57.835733
11.2,R,6.0,N,A,10/22/2020 17:41:58.841043
11.5,R,5.7,N,A,10/22/2020 17:41:59.751609
19.8,R,6.1,N,A,10/22/2020 17:42:00.837705
32.3,R,6.6,N,A,10/22/2020 17:42:01.728322
35.9,R,6.4,N,A,10/22/2020 17:42:02.817411
32.5,R,5.9,N,A,10/22/2020 17:42:03.834693
34.9,R,5.5,N,A,10/22/2020 17:42:04.813073
31.8,R,5.7,N,A,10/22/2020 17:42:05.738599
42.3,R,4.9,N,A,10/22/2020 17:42:07.121899
41.9,R,5.9,N,A,10/22/2020 17:42:07.851947
58.2,R,5.4,N,A,10/22/2020 17:42:08.883189
56.6,R,5.2,N,A,10/22/2020 17:42:09.744887
44.4,R,4.7,N,A,10/22/2020 17:42:10.842950
39.4,R,3.3,N,A,10/22/2020 17:42:11.721599
32.7,R,4.0,N,A,10/22/2020 17:42:12.828639
19.7,R,2.9,N,A,10/22/2020 17:42:13.843927
27.9,R,2.9,N,A,10/22/2020 17:42:15.021774
32.6,R,4.3,N,A,10/22/2020 17:42:15.779748
44.2,R,4.9,N,A,10/22/2020 17:42:16.858864
27.5,R,5.6,N,A,10/22/2020 17:42:17.863176
39.3,R,5.9,N,A,10/22/2020 17:42:18.721881
35.6,R,5.4,N,A,10/22/2020 17:42:19.714229
50.7,R,5.1,N,A,10/22/2020 17:42:20.837225
41.9,R,4.3,N,A,10/22/2020 17:42:21.724850
31.6,R,4.2,N,A,10/22/2020 17:42:22.743129
38.0,R,4.3,N,A,10/22/2020 17:42:23.809278
30.1,R,5.4,N,A,10/22/2020 17:42:24.802621
35.9,R,5.5,N,A,10/22/2020 17:42:25.831869
31.0,R,6.1,N,A,10/22/2020 17:42:26.715509
33.1,R,8.2,N,A,10/22/2020 17:42:27.711844
21.6,R,8.1,N,A,10/22/2020 17:42:28.722141
11.3,R,7.3,N,A,10/22/2020 17:42:29.740418
19.2,R,6.0,N,A,10/22/2020 17:42:30.721792
16.6,R,5.3,N,A,10/22/2020 17:42:31.827835
16.2,R,5.6,N,A,10/22/2020 17:42:32.738402
11.2,R,6.5,N,A,10/22/2020 17:42:34.162591
19.7,R,5.8,N,A,10/22/2020 17:42:34.726090
20.0,R,5.4,N,A,10/22/2020 17:42:35.749350
32.7,R,5.9,N,A,10/22/2020 17:42:36.817494
44.4,R,6.3,N,A,10/22/2020 17:42:37.839761
38.6,R,6.0,N,A,10/22/2020 17:42:38.737361
35.4,R,6.1,N,A,10/22/2020 17:42:39.744668
34.0,R,8.2,N,A,10/22/2020 17:42:41.033221
39.9,R,9.7,N,A,10/22/2020 17:42:41.833082
31.8,R,9.2,N,A,10/22/2020 17:42:42.727689
26.6,R,7.0,N,A,10/22/2020 17:42:43.832735
36.7,R,8.0,N,A,10/22/2020 17:42:44.748287
39.4,R,8.9,N,A,10/22/2020 17:42:45.739637
33.9,R,6.2,N,A,10/22/2020 17:42:46.729988
32.5,R,7.0,N,A,10/22/2020 17:42:47.706375
30.4,R,6.6,N,A,10/22/2020 17:42:48.717673
32.3,R,5.5,N,A,10/22/2020 17:42:49.739940
35.9,R,3.7,N,A,10/22/2020 17:42:51.002563
54.5,R,4.8,N,A,10/22/2020 17:42:51.851293
72.8,R,6.0,N,A,10/22/2020 17:42:52.726952
66.3,R,7.3,N,A,10/22/2020 17:42:53.717305
52.4,R,7.4,N,A,10/22/2020 17:42:54.818360
61.4,R,8.1,N,A,10/22/2020 17:42:55.824667
44.9,R,7.1,N,A,10/22/2020 17:42:56.838957
41.9,R,5.9,N,A,10/22/2020 17:42:57.721596
56.0,R,6.9,N,A,10/22/2020 17:42:59.132823
67.9,R,8.2,N,A,10/22/2020 17:42:59.732221
57.8,R,7.0,N,A,10/22/2020 17:43:00.831282
37.0,R,6.7,N,A,10/22/2020 17:43:01.805675
40.6,R,6.9,N,A,10/22/2020 17:43:02.814976
35.2,R,6.5,N,A,10/22/2020 17:43:03.822282
38.4,R,6.2,N,A,10/22/2020 17:43:04.833578
44.2,R,6.6,N,A,10/22/2020 17:43:05.839889
46.8,R,7.2,N,A,10/22/2020 17:43:06.721530
38.5,R,7.5,N,A,10/22/2020 17:43:07.742799
39.3,R,7.6,N,A,10/22/2020 17:43:08.720185
46.8,R,7.1,N,A,10/22/2020 17:43:09.780350
34.2,R,7.2,N,A,10/22/2020 17:43:10.786659
30.6,R,8.2,N,A,10/22/2020 17:43:11.715179
24.5,R,8.5,N,A,10/22/2020 17:43:12.723481
25.9,R,9.4,N,A,10/22/2020 17:43:13.697874
25.7,R,9.0,N,A,10/22/2020 17:43:14.784967
16.8,R,7.3,N,A,10/22/2020 17:43:15.719471
12.1,R,6.9,N,A,10/22/2020 17:43:16.829510
20.7,R,6.2,N,A,10/22/2020 17:43:18.035278
18.8,R,6.1,N,A,10/22/2020 17:43:18.728425
11.7,R,7.1,N,A,10/22/2020 17:43:19.835466
11.6,R,6.7,N,A,10/22/2020 17:43:20.839779
10.0,R,7.5,N,A,10/22/2020 17:43:21.845096
4.5,R,6.4,N,A,10/22/2020 17:43:22.720749
7.4,R,6.3,N,A,10/22/2020 17:43:23.809838
10.4,R,6.3,N,A,10/22/2020 17:43:24.813154
8.2,R,5.5,N,A,10/22/2020 17:43:25.712749
10.3,R,5.7,N,A,10/22/2020 17:43:26.743992
12.1,R,5.3,N,A,10/22/2020 17:43:27.910870
9.6,R,5.1,N,A,10/22/2020 17:43:28.921168
5.7,R,3.8,N,A,10/22/2020 17:43:29.808796
11.7,R,4.4,N,A,10/22/2020 17:43:30.815105
7.0,R,4.4,N,A,10/22/2020 17:43:31.721681
8.9,R,4.5,N,A,10/22/2020 17:43:32.834704
359.8,R,4.5,N,A,10/22/2020 17:43:33.761227
353.0,R,4.6,N,A,10/22/2020 17:43:34.711684
346.0,R,5.5,N,A,10/22/2020 17:43:35.815733
325.7,R,5.4,N,A,10/22/2020 17:43:36.747241
329.3,R,4.8,N,A,10/22/2020 17:43:37.829349
334.5,R,4.1,N,A,10/22/2020 17:43:38.802745
351.3,R,2.9,N,A,10/22/2020 17:43:39.734254
346.9,R,3.7,N,A,10/22/2020 17:43:40.724607
340.1,R,3.7,N,A,10/22/2020 17:43:41.747870
356.4,R,4.0,N,A,10/22/2020 17:43:42.732238
353.7,R,4.0,N,A,10/22/2020 17:43:43.735556
349.4,R,4.3,N,A,10/22/2020 17:43:44.732888
336.5,R,4.1,N,A,10/22/2020 17:43:45.747175
334.5,R,3.7,N,A,10/22/2020 17:43:47.188324
7.1,R,5.4,N,A,10/22/2020 17:43:47.832599
8.4,R,4.7,N,A,10/22/2020 17:43:48.768102
12.7,R,5.1,N,A,10/22/2020 17:43:49.792363
7.0,R,4.1,N,A,10/22/2020 17:43:50.725863
7.2,R,3.3,N,A,10/22/2020 17:43:51.748129
3.9,R,3.9,N,A,10/22/2020 17:43:52.807296
359.8,R,3.6,N,A,10/22/2020 17:43:53.735814
10.0,R,3.8,N,A,10/22/2020 17:43:54.816923
2.8,R,3.8,N,A,10/22/2020 17:43:55.825226
351.4,R,3.9,N,A,10/22/2020 17:43:56.855473
346.0,R,3.9,N,A,10/22/2020 17:43:57.727140
343.0,R,4.2,N,A,10/22/2020 17:43:58.646685
353.1,R,6.9,N,A,10/22/2020 17:44:00.167622
349.6,R,6.7,N,A,10/22/2020 17:44:00.880711
339.0,R,6.9,N,A,10/22/2020 17:44:01.929904
353.4,R,7.2,N,A,10/22/2020 17:44:02.754699
348.5,R,6.9,N,A,10/22/2020 17:44:03.730091
349.0,R,7.0,N,A,10/22/2020 17:44:04.709472
348.8,R,6.4,N,A,10/22/2020 17:44:05.634000
353.9,R,5.7,N,A,10/22/2020 17:44:06.719098
358.2,R,5.9,N,A,10/22/2020 17:44:07.734382
352.6,R,7.2,N,A,10/22/2020 17:44:08.725731
355.9,R,7.1,N,A,10/22/2020 17:44:09.814819
359.8,R,7.1,N,A,10/22/2020 17:44:10.735358
0.1,R,7.8,N,A,10/22/2020 17:44:11.730696
356.5,R,7.6,N,A,10/22/2020 17:44:12.720051
1.0,R,7.2,N,A,10/22/2020 17:44:13.762263
356.8,R,7.3,N,A,10/22/2020 17:44:14.753615
353.3,R,7.4,N,A,10/22/2020 17:44:15.721026
355.0,R,7.3,N,A,10/22/2020 17:44:16.914834
357.7,R,6.9,N,A,10/22/2020 17:44:17.818419
359.8,R,6.3,N,A,10/22/2020 17:44:18.704051
357.3,R,5.9,N,A,10/22/2020 17:44:19.723324
352.0,R,5.5,N,A,10/22/2020 17:44:20.748582
350.5,R,5.0,N,A,10/22/2020 17:44:21.845648
347.5,R,4.8,N,A,10/22/2020 17:44:22.723302
346.3,R,5.4,N,A,10/22/2020 17:44:23.738589
351.1,R,5.6,N,A,10/22/2020 17:44:24.761851
350.1,R,5.9,N,A,10/22/2020 17:44:25.722282
351.1,R,6.4,N,A,10/22/2020 17:44:26.621877
348.0,R,6.1,N,A,10/22/2020 17:44:27.741885
358.3,R,6.0,N,A,10/22/2020 17:44:28.738219
353.6,R,5.2,N,A,10/22/2020 17:44:29.844260
356.2,R,4.2,N,A,10/22/2020 17:44:30.735876
7.4,R,4.0,N,A,10/22/2020 17:44:31.737200
10.3,R,4.5,N,A,10/22/2020 17:44:32.702616
8.6,R,4.5,N,A,10/22/2020 17:44:33.634129
12.3,R,4.5,N,A,10/22/2020 17:44:34.727204
14.3,R,4.1,N,A,10/22/2020 17:44:35.752462
17.8,R,5.0,N,A,10/22/2020 17:44:36.747801
15.9,R,5.2,N,A,10/22/2020 17:44:37.733166
22.3,R,5.3,N,A,10/22/2020 17:44:38.816271
27.9,R,4.1,N,A,10/22/2020 17:44:39.828566
7.8,R,3.2,N,A,10/22/2020 17:44:40.741123
12.3,R,4.8,N,A,10/22/2020 17:44:41.729480
6.7,R,5.7,N,A,10/22/2020 17:44:42.713849
13.0,R,6.1,N,A,10/22/2020 17:44:43.806926
10.0,R,6.9,N,A,10/22/2020 17:44:44.810242
7.3,R,7.4,N,A,10/22/2020 17:44:45.801592
356.9,R,4.8,N,A,10/22/2020 17:44:46.741080
355.1,R,4.6,N,A,10/22/2020 17:44:47.738412
13.7,R,5.9,N,A,10/22/2020 17:44:48.713803
36.0,R,5.9,N,A,10/22/2020 17:44:49.697175
28.6,R,7.1,N,A,10/22/2020 17:44:50.726423
28.0,R,7.8,N,A,10/22/2020 17:44:51.806534
26.7,R,8.1,N,A,10/22/2020 17:44:52.729067
20.4,R,7.5,N,A,10/22/2020 17:44:53.733381
33.5,R,7.1,N,A,10/22/2020 17:44:54.604055
32.4,R,7.4,N,A,10/22/2020 17:44:55.728049
29.4,R,6.6,N,A,10/22/2020 17:44:56.702441
30.6,R,6.1,N,A,10/22/2020 17:44:57.968058
31.5,R,6.0,N,A,10/22/2020 17:44:58.909538
21.3,R,5.8,N,A,10/22/2020 17:44:59.709402
29.7,R,5.0,N,A,10/22/2020 17:45:00.729673
39.4,R,4.1,N,A,10/22/2020 17:45:01.583390
46.5,R,4.0,N,A,10/22/2020 17:45:02.731321
49.8,R,4.8,N,A,10/22/2020 17:45:04.262228
51.2,R,4.4,N,A,10/22/2020 17:45:04.886559
40.6,R,4.1,N,A,10/22/2020 17:45:05.704372
43.0,R,5.2,N,A,10/22/2020 17:45:06.705694
39.9,R,6.4,N,A,10/22/2020 17:45:07.722973
37.0,R,5.5,N,A,10/22/2020 17:45:08.593646
25.0,R,4.9,N,A,10/22/2020 17:45:09.726616
350.3,R,3.8,N,A,10/22/2020 17:45:10.722951
335.0,R,3.9,N,A,10/22/2020 17:45:11.818023
350.5,R,3.1,N,A,10/22/2020 17:45:12.813363
351.0,R,2.4,N,A,10/22/2020 17:45:13.733902
335.6,R,3.2,N,A,10/22/2020 17:45:14.748188
6.1,R,4.5,N,A,10/22/2020 17:45:15.588941
25.1,R,9.0,N,A,10/22/2020 17:45:16.721909
34.6,R,6.9,N,A,10/22/2020 17:45:17.725228
55.0,R,5.4,N,A,10/22/2020 17:45:18.806343
40.3,R,5.2,N,A,10/22/2020 17:45:19.704935
50.6,R,3.7,N,A,10/22/2020 17:45:20.738170
48.0,R,4.9,N,A,10/22/2020 17:45:21.752459
24.5,R,4.2,N,A,10/22/2020 17:45:22.609168
38.0,R,3.4,N,A,10/22/2020 17:45:23.711221
357.1,R,5.5,N,A,10/22/2020 17:45:24.834218
4.8,R,6.0,N,A,10/22/2020 17:45:25.734810
2.0,R,6.3,N,A,10/22/2020 17:45:26.721174
1.7,R,5.8,N,A,10/22/2020 17:45:27.813252
8.1,R,5.7,N,A,10/22/2020 17:45:28.725812
21.3,R,5.4,N,A,10/22/2020 17:45:30.105125
17.4,R,4.6,N,A,10/22/2020 17:45:30.720477
22.0,R,3.4,N,A,10/22/2020 17:45:31.824526
38.4,R,3.6,N,A,10/22/2020 17:45:32.737087
27.5,R,4.2,N,A,10/22/2020 17:45:33.728436
26.6,R,5.2,N,A,10/22/2020 17:45:34.747710
27.9,R,4.5,N,A,10/22/2020 17:45:35.797901
8.7,R,4.4,N,A,10/22/2020 17:45:37.821491
6.8,R,4.5,N,A,10/22/2020 17:45:38.748013
15.0,R,3.5,N,A,10/22/2020 17:45:39.745347
10.9,R,3.1,N,A,10/22/2020 17:45:40.744674
354.2,R,3.5,N,A,10/22/2020 17:45:41.730041
349.1,R,3.4,N,A,10/22/2020 17:45:42.725377
6.0,R,3.8,N,A,10/22/2020 17:45:44.794843
10.0,R,3.7,N,A,10/22/2020 17:45:45.720369
5.8,R,4.5,N,A,10/22/2020 17:45:46.854337
9.2,R,5.5,N,A,10/22/2020 17:45:47.728998
13.2,R,6.1,N,A,10/22/2020 17:45:48.733312
23.0,R,7.9,N,A,10/22/2020 17:45:49.738626
18.1,R,9.3,N,A,10/22/2020 17:45:50.698057
31.4,R,10.9,N,A,10/22/2020 17:45:51.719329
31.4,R,9.2,N,A,10/22/2020 17:45:52.720651
31.9,R,7.0,N,A,10/22/2020 17:45:53.808741
33.0,R,6.2,N,A,10/22/2020 17:45:54.723295
42.9,R,4.5,N,A,10/22/2020 17:45:56.045760
55.4,R,4.3,N,A,10/22/2020 17:45:56.815700
42.3,R,3.1,N,A,10/22/2020 17:45:57.719283
57.0,R,3.6,N,A,10/22/2020 17:45:58.698665
57.3,R,3.1,N,A,10/22/2020 17:45:59.792739
56.9,R,3.3,N,A,10/22/2020 17:46:00.713277
46.4,R,2.8,N,A,10/22/2020 17:46:01.803363
48.8,R,3.0,N,A,10/22/2020 17:46:02.724898
64.4,R,3.4,N,A,10/22/2020 17:46:03.800024
58.5,R,3.5,N,A,10/22/2020 17:46:04.847226
63.5,R,3.3,N,A,10/22/2020 17:46:05.804662
68.6,R,3.5,N,A,10/22/2020 17:46:06.689299
62.8,R,3.4,N,A,10/22/2020 17:46:07.833241
50.7,R,2.6,N,A,10/22/2020 17:46:08.745797
46.4,R,3.5,N,A,10/22/2020 17:46:09.726177
52.8,R,3.9,N,A,10/22/2020 17:46:10.708550
63.2,R,3.6,N,A,10/22/2020 17:46:11.806612
55.9,R,3.8,N,A,10/22/2020 17:46:12.751089
38.3,R,3.0,N,A,10/22/2020 17:46:13.762386
40.0,R,2.8,N,A,10/22/2020 17:46:14.730796
47.2,R,3.0,N,A,10/22/2020 17:46:15.926597
30.3,R,2.8,N,A,10/22/2020 17:46:16.710502
46.4,R,2.7,N,A,10/22/2020 17:46:17.705838
47.3,R,3.4,N,A,10/22/2020 17:46:18.851777
46.1,R,4.3,N,A,10/22/2020 17:46:19.730427
55.7,R,7.3,N,A,10/22/2020 17:46:20.691856
59.2,R,8.0,N,A,10/22/2020 17:46:21.915583
44.4,R,7.5,N,A,10/22/2020 17:46:22.812192
42.9,R,5.6,N,A,10/22/2020 17:46:23.734720
43.8,R,7.5,N,A,10/22/2020 17:46:24.752000
40.6,R,9.4,N,A,10/22/2020 17:46:25.727389
37.1,R,7.9,N,A,10/22/2020 17:46:26.748659
45.7,R,8.2,N,A,10/22/2020 17:46:27.780900
54.4,R,9.3,N,A,10/22/2020 17:46:28.756290
57.8,R,7.9,N,A,10/22/2020 17:46:29.837400
65.9,R,7.5,N,A,10/22/2020 17:46:30.733005
60.6,R,8.2,N,A,10/22/2020 17:46:31.830072
37.0,R,7.6,N,A,10/22/2020 17:46:32.826413
13.2,R,6.7,N,A,10/22/2020 17:46:33.840695
25.7,R,6.2,N,A,10/22/2020 17:46:34.762232
21.1,R,8.1,N,A,10/22/2020 17:46:35.799457
16.7,R,8.4,N,A,10/22/2020 17:46:36.791803
25.0,R,6.9,N,A,10/22/2020 17:46:37.717328
31.9,R,7.7,N,A,10/22/2020 17:46:38.720645
35.9,R,7.6,N,A,10/22/2020 17:46:39.712992
38.3,R,6.9,N,A,10/22/2020 17:46:40.763186
38.8,R,7.5,N,A,10/22/2020 17:46:41.739573
26.7,R,6.7,N,A,10/22/2020 17:46:42.736909
27.5,R,8.0,N,A,10/22/2020 17:46:43.754187
21.6,R,8.9,N,A,10/22/2020 17:46:44.743541
26.7,R,9.5,N,A,10/22/2020 17:46:45.731897
19.9,R,9.2,N,A,10/22/2020 17:46:46.732223
15.1,R,8.1,N,A,10/22/2020 17:46:48.179353
21.3,R,7.0,N,A,10/22/2020 17:46:48.829613
10.1,R,6.5,N,A,10/22/2020 17:46:49.740179
5.4,R,6.7,N,A,10/22/2020 17:46:50.722553
13.6,R,6.7,N,A,10/22/2020 17:46:51.709912
12.8,R,6.8,N,A,10/22/2020 17:46:52.846874
7.0,R,6.8,N,A,10/22/2020 17:46:53.683635
14.9,R,5.7,N,A,10/22/2020 17:46:54.796656
8.9,R,6.2,N,A,10/22/2020 17:46:55.848844
28.2,R,7.2,N,A,10/22/2020 17:46:57.324898
37.4,R,7.6,N,A,10/22/2020 17:46:58.052952
30.8,R,5.7,N,A,10/22/2020 17:46:58.729142
30.5,R,5.2,N,A,10/22/2020 17:46:59.894028
36.6,R,6.3,N,A,10/22/2020 17:47:00.987109
21.4,R,6.7,N,A,10/22/2020 17:47:01.831847
26.0,R,6.7,N,A,10/22/2020 17:47:02.814220
17.0,R,8.0,N,A,10/22/2020 17:47:03.716806
18.4,R,6.2,N,A,10/22/2020 17:47:04.862743
19.5,R,5.0,N,A,10/22/2020 17:47:05.750368
21.6,R,5.7,N,A,10/22/2020 17:47:06.924231
11.7,R,5.8,N,A,10/22/2020 17:47:07.806871
17.6,R,5.8,N,A,10/22/2020 17:47:08.831132
20.8,R,5.0,N,A,10/22/2020 17:47:09.725740
18.2,R,5.9,N,A,10/22/2020 17:47:10.879655
21.1,R,6.5,N,A,10/22/2020 17:47:11.831109
28.6,R,6.2,N,A,10/22/2020 17:47:13.157565
28.9,R,6.7,N,A,10/22/2020 17:47:13.980364
11.7,R,6.3,N,A,10/22/2020 17:47:14.840063
17.3,R,7.6,N,A,10/22/2020 17:47:15.836399
24.8,R,7.9,N,A,10/22/2020 17:47:16.908532
31.7,R,8.3,N,A,10/22/2020 17:47:17.858992
33.6,R,7.3,N,A,10/22/2020 17:47:18.760582
12.7,R,5.8,N,A,10/22/2020 17:47:19.881582
6.3,R,4.9,N,A,10/22/2020 17:47:20.789155
20.4,R,4.2,N,A,10/22/2020 17:47:21.845331
29.8,R,3.7,N,A,10/22/2020 17:47:22.609291
38.0,R,4.1,N,A,10/22/2020 17:47:23.775172
68.0,R,6.8,N,A,10/22/2020 17:47:24.837330
63.1,R,5.6,N,A,10/22/2020 17:47:25.773828
66.5,R,4.6,N,A,10/22/2020 17:47:26.744231
50.7,R,4.4,N,A,10/22/2020 17:47:27.853268
46.0,R,4.0,N,A,10/22/2020 17:47:28.774803
36.2,R,4.2,N,A,10/22/2020 17:47:29.714290
32.5,R,4.4,N,A,10/22/2020 17:47:30.914081
32.6,R,4.2,N,A,10/22/2020 17:47:31.839607
31.4,R,4.0,N,A,10/22/2020 17:47:32.791063
21.4,R,3.4,N,A,10/22/2020 17:47:33.753491
26.0,R,3.8,N,A,10/22/2020 17:47:34.770769
41.1,R,3.9,N,A,10/22/2020 17:47:35.775087
28.5,R,3.3,N,A,10/22/2020 17:47:36.598882
41.5,R,4.3,N,A,10/22/2020 17:47:37.735842
41.5,R,5.6,N,A,10/22/2020 17:47:39.076255
49.8,R,6.9,N,A,10/22/2020 17:47:39.765415
53.4,R,5.7,N,A,10/22/2020 17:47:40.883422
65.1,R,4.4,N,A,10/22/2020 17:47:41.722178
56.1,R,3.6,N,A,10/22/2020 17:47:42.691586
47.0,R,3.2,N,A,10/22/2020 17:47:43.601159
53.8,R,3.5,N,A,10/22/2020 17:47:44.730138
44.1,R,3.1,N,A,10/22/2020 17:47:45.825209
28.8,R,2.8,N,A,10/22/2020 17:47:46.948206
40.0,R,3.9,N,A,10/22/2020 17:47:47.763029
37.7,R,3.6,N,A,10/22/2020 17:47:48.957834
33.9,R,2.0,N,A,10/22/2020 17:47:49.768668
18.3,R,1.8,N,A,10/22/2020 17:47:50.594458
18.5,R,1.9,N,A,10/22/2020 17:47:51.737401
32.7,R,2.0,N,A,10/22/2020 17:47:52.811527
45.8,R,1.8,N,A,10/22/2020 17:47:53.859726
55.0,R,2.4,N,A,10/22/2020 17:47:54.761314
35.6,R,2.8,N,A,10/22/2020 17:47:55.733713
45.2,R,4.4,N,A,10/22/2020 17:47:56.758973
29.7,R,5.6,N,A,10/22/2020 17:47:57.591748
39.0,R,4.6,N,A,10/22/2020 17:47:58.834424
20.8,R,4.1,N,A,10/22/2020 17:47:59.856689
6.6,R,4.1,N,A,10/22/2020 17:48:00.792189
9.9,R,4.7,N,A,10/22/2020 17:48:01.714722
