10/19/20,06:40:17,695,1185,595,272,680,446,543,10/19/2020 14:54:32.468267
10/19/20,06:40:18,695,1163,595,135,680,293,543,10/19/2020 14:54:34.000174
10/19/20,06:40:20,695,1312,595,135,680,335,543,10/19/2020 14:54:34.292391
10/19/20,06:40:21,695,1229,595,211,680,463,543,10/19/2020 14:54:35.437328
10/19/20,06:40:22,695,1132,595,316,680,496,543,10/19/2020 14:54:36.550359
10/19/20,06:40:23,695,1161,595,166,680,297,542,10/19/2020 14:54:37.689305
10/19/20,06:40:24,695,1000,595,152,680,346,542,10/19/2020 14:54:38.806319
10/19/20,06:40:25,695,946,595,200,680,400,542,10/19/2020 14:54:39.940286
10/19/20,06:40:26,695,904,595,210,680,391,542,10/19/2020 14:54:41.062286
10/19/20,06:40:27,695,1632,595,226,680,399,542,10/19/2020 14:54:42.205229
10/19/20,06:40:29,695,2298,595,228,680,394,542,10/19/2020 14:54:43.322242
10/19/20,06:40:30,695,1811,595,210,680,386,542,10/19/2020 14:54:44.802284
10/19/20,06:40:31,695,1149,595,213,680,387,542,10/19/2020 14:54:45.587183
10/19/20,06:40:32,695,455,595,210,680,388,542,10/19/2020 14:54:46.711178
10/19/20,06:40:33,695,749,595,202,680,381,542,10/19/2020 14:54:47.854125
10/19/20,06:40:34,695,1070,595,197,680,380,542,10/19/2020 14:54:48.992079
10/19/20,06:40:35,695,1251,595,209,680,381,542,10/19/2020 14:54:50.107101
10/19/20,06:40:37,695,1289,595,242,680,396,542,10/19/2020 14:54:51.289939
10/19/20,06:40:38,695,1180,595,235,680,397,542,10/19/2020 14:54:52.376029
10/19/20,06:40:39,695,1179,595,224,680,391,542,10/19/2020 14:54:53.511990
10/19/20,06:40:40,695,1200,595,218,680,388,542,10/19/2020 14:54:54.547223
10/19/20,06:40:41,695,1187,595,210,680,385,542,10/19/2020 14:54:55.774938
10/19/20,06:40:42,695,1172,595,218,680,383,542,10/19/2020 14:54:56.900930
10/19/20,06:40:43,695,1292,595,204,680,352,542,10/19/2020 14:54:58.060824
10/19/20,06:40:44,695,1138,595,166,680,322,542,10/19/2020 14:54:59.156894
10/19/20,06:40:46,695,1067,595,258,680,413,542,10/19/2020 14:55:00.309811
10/19/20,06:40:47,695,1088,595,279,680,489,541,10/19/2020 14:55:01.830745
10/19/20,06:40:48,695,1087,595,169,680,379,541,10/19/2020 14:55:02.569767
10/19/20,06:40:49,695,1210,595,255,680,381,542,10/19/2020 14:55:03.708723
10/19/20,06:40:50,695,1144,595,153,680,359,541,10/19/2020 14:55:04.831719
10/19/20,06:40:51,695,1216,595,240,680,376,541,10/19/2020 14:55:05.963689
10/19/20,06:40:52,695,1001,595,177,680,377,541,10/19/2020 14:55:07.164479
10/19/20,06:40:54,695,1377,595,219,680,365,541,10/19/2020 14:55:08.214672
10/19/20,06:40:55,695,869,595,204,680,396,541,10/19/2020 14:55:09.357616
10/19/20,06:40:56,695,1224,595,217,680,387,541,10/19/2020 14:55:10.662127
10/19/20,06:40:57,695,2170,595,227,680,398,541,10/19/2020 14:55:11.517837
