date,time,wavelength1,chl_raw,wavelength2,peryth_raw,wavelength3,pcyan_raw,wavelength4,datetime
10/22/20,09:35:18,695,199,595,51,680,50,538,10/22/2020 17:49:30.315802
10/22/20,09:35:19,695,186,595,52,680,51,538,10/22/2020 17:49:31.355023
10/22/20,09:35:21,695,198,595,51,680,52,538,10/22/2020 17:49:32.489988
10/22/20,09:35:22,695,223,595,50,680,51,538,10/22/2020 17:49:33.618971
10/22/20,09:35:23,695,245,595,50,680,55,538,10/22/2020 17:49:34.760917
10/22/20,09:35:24,695,245,595,52,680,53,538,10/22/2020 17:49:35.880921
10/22/20,09:35:25,695,232,595,52,680,51,538,10/22/2020 17:49:36.993945
10/22/20,09:35:26,695,233,595,52,680,51,538,10/22/2020 17:49:38.226650
10/22/20,09:35:27,695,219,595,51,680,52,538,10/22/2020 17:49:39.283821
10/22/20,09:35:28,695,221,595,50,680,52,538,10/22/2020 17:49:40.381885
10/22/20,09:35:30,695,227,595,49,680,50,538,10/22/2020 17:49:41.535800
10/22/20,09:35:31,695,225,595,51,680,53,538,10/22/2020 17:49:42.636855
10/22/20,09:35:32,695,225,595,52,680,53,538,10/22/2020 17:49:43.774814
10/22/20,09:35:33,695,217,595,52,680,51,538,10/22/2020 17:49:44.913768
10/22/20,09:35:34,695,228,595,50,680,52,538,10/22/2020 17:49:46.029782
10/22/20,09:35:35,695,223,595,50,680,53,538,10/22/2020 17:49:47.258499
10/22/20,09:35:36,695,232,595,54,680,52,538,10/22/2020 17:49:48.398452
10/22/20,09:35:37,695,216,595,50,680,54,538,10/22/2020 17:49:49.422711
10/22/20,09:35:39,695,237,595,50,680,50,538,10/22/2020 17:49:50.547702
10/22/20,09:35:40,695,229,595,53,680,50,538,10/22/2020 17:49:51.688654
10/22/20,09:35:41,695,226,595,52,680,51,538,10/22/2020 17:49:52.816635
10/22/20,09:35:42,695,230,595,55,680,53,538,10/22/2020 17:49:54.048342
10/22/20,09:35:43,695,233,595,53,680,53,538,10/22/2020 17:49:55.053653
10/22/20,09:35:44,695,229,595,54,680,52,538,10/22/2020 17:49:56.237491
10/22/20,09:35:45,695,231,595,51,680,53,538,10/22/2020 17:49:57.339541
10/22/20,09:35:47,695,226,595,53,680,51,538,10/22/2020 17:49:58.462538
10/22/20,09:35:48,695,223,595,51,680,53,538,10/22/2020 17:49:59.589525
10/22/20,09:35:49,695,235,595,51,680,52,538,10/22/2020 17:50:00.712522
10/22/20,09:35:50,695,224,595,53,680,50,538,10/22/2020 17:50:01.952206
10/22/20,09:35:51,695,224,595,50,680,51,538,10/22/2020 17:50:02.970484
10/22/20,09:35:52,695,221,595,50,680,51,538,10/22/2020 17:50:04.207177
10/22/20,09:35:53,695,204,595,50,680,51,538,10/22/2020 17:50:05.338152
10/22/20,09:35:54,695,207,595,51,680,53,538,10/22/2020 17:50:06.368401
10/22/20,09:35:56,695,211,595,50,680,53,538,10/22/2020 17:50:07.502365
10/22/20,09:35:57,695,205,595,50,680,52,538,10/22/2020 17:50:08.608409
10/22/20,09:35:58,695,217,595,50,680,53,538,10/22/2020 17:50:09.767309
10/22/20,09:35:59,695,209,595,52,680,50,538,10/22/2020 17:50:10.979068
10/22/20,09:36:00,695,202,595,49,680,51,538,10/22/2020 17:50:12.117026
10/22/20,09:36:01,695,213,595,50,680,52,538,10/22/2020 17:50:13.209105
10/22/20,09:36:02,695,201,595,53,680,51,538,10/22/2020 17:50:14.369005
10/22/20,09:36:03,695,184,595,50,680,50,538,10/22/2020 17:50:15.400248
10/22/20,09:36:05,695,175,595,51,680,52,538,10/22/2020 17:50:16.571116
10/22/20,09:36:06,695,185,595,53,680,50,538,10/22/2020 17:50:17.661201
10/22/20,09:36:07,695,195,595,51,680,50,538,10/22/2020 17:50:18.877947
10/22/20,09:36:08,695,188,595,51,680,52,538,10/22/2020 17:50:19.916176
10/22/20,09:36:09,695,188,595,53,680,50,538,10/22/2020 17:50:21.048146
10/22/20,09:36:10,695,192,595,51,680,50,538,10/22/2020 17:50:22.187100
10/22/20,09:36:11,695,186,595,50,680,50,538,10/22/2020 17:50:23.303115
10/22/20,09:36:12,695,201,595,50,680,52,538,10/22/2020 17:50:24.423121
10/22/20,09:36:14,695,204,595,50,680,51,538,10/22/2020 17:50:25.582022
10/22/20,09:36:15,695,212,595,51,680,51,538,10/22/2020 17:50:26.684074
10/22/20,09:36:16,695,195,595,51,680,50,538,10/22/2020 17:50:27.833002
10/22/20,09:36:17,695,198,595,50,680,51,538,10/22/2020 17:50:28.941039
10/22/20,09:36:18,695,206,595,50,680,52,538,10/22/2020 17:50:30.163771
10/22/20,09:36:19,695,193,595,50,680,51,538,10/22/2020 17:50:31.242886
10/22/20,09:36:20,695,199,595,49,680,50,538,10/22/2020 17:50:32.421734
10/22/20,09:36:22,695,212,595,51,680,53,538,10/22/2020 17:50:33.484890
10/22/20,09:36:23,695,199,595,52,680,52,538,10/22/2020 17:50:34.676701
10/22/20,09:36:24,695,181,595,50,680,51,538,10/22/2020 17:50:35.797703
10/22/20,09:36:25,695,173,595,52,680,50,538,10/22/2020 17:50:36.828948
10/22/20,09:36:26,695,172,595,53,680,50,538,10/22/2020 17:50:37.988845
10/22/20,09:36:27,695,167,595,51,680,51,538,10/22/2020 17:50:39.091898
10/22/20,09:36:28,695,162,595,51,680,50,538,10/22/2020 17:50:40.374467
10/22/20,09:36:29,695,161,595,50,680,50,538,10/22/2020 17:50:41.472530
10/22/20,09:36:31,695,175,595,50,680,50,538,10/22/2020 17:50:42.488814
10/22/20,09:36:32,695,171,595,51,680,50,538,10/22/2020 17:50:43.626770
10/22/20,09:36:33,695,167,595,50,680,50,538,10/22/2020 17:50:44.746775
10/22/20,09:36:34,695,174,595,51,680,50,538,10/22/2020 17:50:45.887726
10/22/20,09:36:35,695,175,595,52,680,50,538,10/22/2020 17:50:47.003739
10/22/20,09:36:36,695,179,595,52,680,50,538,10/22/2020 17:50:48.140700
10/22/20,09:36:37,695,176,595,51,680,51,538,10/22/2020 17:50:49.279657
10/22/20,09:36:38,695,194,595,50,680,52,538,10/22/2020 17:50:50.394670
10/22/20,09:36:40,695,200,595,50,680,50,538,10/22/2020 17:50:51.523653
10/22/20,09:36:41,695,216,595,51,680,52,538,10/22/2020 17:50:52.733419
10/22/20,09:36:42,695,206,595,50,680,50,538,10/22/2020 17:50:53.873371
10/22/20,09:36:43,695,188,595,51,680,50,538,10/22/2020 17:50:54.923561
10/22/20,09:36:44,695,194,595,54,680,50,538,10/22/2020 17:50:56.039578
10/22/20,09:36:45,695,195,595,52,680,50,538,10/22/2020 17:50:57.271285
10/22/20,09:36:46,695,219,595,51,680,50,538,10/22/2020 17:50:58.390293
10/22/20,09:36:47,695,228,595,52,680,50,538,10/22/2020 17:50:59.451455
10/22/20,09:36:49,695,204,595,52,680,50,538,10/22/2020 17:51:00.554507
10/22/20,09:36:50,695,203,595,52,680,51,538,10/22/2020 17:51:01.695455
10/22/20,09:36:51,695,214,595,50,680,52,538,10/22/2020 17:51:02.811470
10/22/20,09:36:52,695,202,595,50,680,53,538,10/22/2020 17:51:03.940450
10/22/20,09:36:53,695,210,595,50,680,50,538,10/22/2020 17:51:05.188118
10/22/20,09:36:54,695,231,595,49,680,52,538,10/22/2020 17:51:06.562441
10/22/20,09:36:55,695,226,595,51,680,52,538,10/22/2020 17:51:07.416157
10/22/20,09:36:57,695,200,595,53,680,50,538,10/22/2020 17:51:08.548132
10/22/20,09:36:58,695,174,595,51,680,50,538,10/22/2020 17:51:09.583361
10/22/20,09:36:59,695,186,595,55,680,50,538,10/22/2020 17:51:10.816066
10/22/20,09:37:00,695,182,595,51,680,51,538,10/22/2020 17:51:11.846313
10/22/20,09:37:01,695,176,595,50,680,50,538,10/22/2020 17:51:13.082006
10/22/20,09:37:02,695,178,595,51,680,50,538,10/22/2020 17:51:14.204008
10/22/20,09:37:03,695,164,595,52,680,51,538,10/22/2020 17:51:15.276140
10/22/20,09:37:04,695,177,595,52,680,51,538,10/22/2020 17:51:16.366226
10/22/20,09:37:06,695,178,595,51,680,50,538,10/22/2020 17:51:17.484234
10/22/20,09:37:07,695,179,595,52,680,51,538,10/22/2020 17:51:18.581299
10/22/20,09:37:08,695,193,595,52,680,52,538,10/22/2020 17:51:19.767130
10/22/20,09:37:09,695,172,595,50,680,52,538,10/22/2020 17:51:20.964927
10/22/20,09:37:10,695,197,595,50,680,52,538,10/22/2020 17:51:22.096902
10/22/20,09:37:11,695,202,595,52,680,51,538,10/22/2020 17:51:23.160057
10/22/20,09:37:12,695,233,595,51,680,53,538,10/22/2020 17:51:24.344891
10/22/20,09:37:13,695,239,595,52,680,51,538,10/22/2020 17:51:25.494815
10/22/20,09:37:15,695,227,595,49,680,53,538,10/22/2020 17:51:26.526057
10/22/20,09:37:16,695,231,595,51,680,51,538,10/22/2020 17:51:27.670997
10/22/20,09:37:17,695,219,595,53,680,52,538,10/22/2020 17:51:28.796986
10/22/20,09:37:18,695,188,595,50,680,51,538,10/22/2020 17:51:30.004755
10/22/20,09:37:19,695,221,595,50,680,50,538,10/22/2020 17:51:31.055945
10/22/20,09:37:20,695,173,595,53,680,50,538,10/22/2020 17:51:32.252744
10/22/20,09:37:21,695,178,595,50,680,49,538,10/22/2020 17:51:33.386713
10/22/20,09:37:22,695,179,595,53,680,50,538,10/22/2020 17:51:34.405988
10/22/20,09:37:24,695,168,595,51,680,50,538,10/22/2020 17:51:35.541947
10/22/20,09:37:25,695,169,595,50,680,49,538,10/22/2020 17:51:36.663949
10/22/20,09:37:26,695,170,595,51,680,50,538,10/22/2020 17:51:37.820856
10/22/20,09:37:27,695,188,595,51,680,51,538,10/22/2020 17:51:38.952827
10/22/20,09:37:28,695,181,595,56,680,50,538,10/22/2020 17:51:40.057875
10/22/20,09:37:29,695,167,595,52,680,51,538,10/22/2020 17:51:41.224753
10/22/20,09:37:30,695,167,595,51,680,51,538,10/22/2020 17:51:42.335783
10/22/20,09:37:32,695,166,595,53,680,52,538,10/22/2020 17:51:43.504657
